1,PCAP: Programming Essentials in Python,Cisco,https://drive.google.com/file/d/1ciuy0EC8fBujuxVOcZ--oUG9OZ8eHr5D/view?usp=drive_link
2,Cisco Network Academy certification,Essential and Advanced C,https://drive.google.com/file/d/1w72XSRwblf5AqqEBGvnUbvUayJTcpWO-/view?usp=drive_link
3,Python: The Professional Guide For Beginners (2024 Edition),Federico Azzurro,https://www.udemy.com/certificate/UC-79138624-8361-423b-b131-42765a08db12/
4,Python (Basic) certification,HackerRank,https://www.hackerrank.com/certificates/607a2d4d88f1
